grade,sub_grade_num,short_emp,emp_length_num,home_ownership,dti,purpose,payment_inc_ratio,delinq_2yrs,delinq_2yrs_zero,inq_last_6mths,last_delinq_none,last_major_derog_none,open_acc,pub_rec,pub_rec_zero,revol_util,bad_loans
D,0.7953815770655739,0,1,RENT,31.62642663899796,credit_card,6.097195691076035,1,1,1,1,1,8,0,1,2.0506573420358887,1
A,0.9502861921626574,0,4,RENT,36.70184259110766,home_improvement,2.479314046756637,0,0,3,0,1,7,0,1,39.49492398410045,0
B,0.6459222491608285,1,8,RENT,21.984336172503504,credit_card,7.935839559668517,0,1,2,1,1,6,0,1,77.08158724172233,0
E,0.5751611049088609,0,6,RENT,22.842427230568205,credit_card,6.4874827300754205,2,0,1,1,1,11,0,1,81.67749305050297,1
B,0.2589577639657572,0,3,RENT,32.85201693987155,home_improvement,11.1068667833465,0,1,0,1,1,11,0,1,78.97697713863353,0
C,0.6430610763899794,1,6,RENT,26.22196978070752,credit_card,8.84852118456816,0,1,1,1,1,7,0,1,87.70870223930477,0
A,0.7161344736306918,0,2,OWN,23.996586266552715,small_business,11.914517404853958,1,0,3,1,1,7,0,1,75.8847938773429,0
B,0.5534869177384044,0,7,RENT,12.1749999848319,home_improvement,8.937107278127158,0,1,2,1,1,7,0,1,31.13841887405016,0
C,0.2355743449829223,0,6,MORTGAGE,28.26208389668023,debt_consolidation,8.949476522214837,1,0,3,1,1,4,0,1,83.9218583647628,1
F,0.1511985200333532,0,10,OWN,31.58974644894995,small_business,1.3754934241333368,2,0,1,1,1,7,0,1,16.683012564070353,1
D,0.2107962455170566,0,0,OWN,11.731897089018664,credit_card,9.602099980125576,1,1,5,0,1,9,0,0,31.31295593854876,0
A,0.2731053949919828,0,4,OWN,39.207640474153855,small_business,7.921942411973881,1,1,3,0,1,6,0,1,88.18568924561978,1
B,0.2890625310046465,0,3,MORTGAGE,36.68988070486756,debt_consolidation,7.95849109767393,0,1,1,1,1,8,0,1,8.028005753252831,0
E,0.429707620256029,0,6,OWN,34.0869372400445,medical,3.484088983807241,1,0,2,1,1,5,0,1,98.0212629635815,1
C,0.949297104712176,1,0,RENT,7.78577927302493,medical,9.897024296035156,1,1,0,1,0,7,0,1,16.65628140084854,1
B,0.6167296329537176,0,5,MORTGAGE,13.932552505985058,medical,14.474374133774226,0,1,2,1,1,9,0,1,3.9813422365071793,0
E,0.3550335588341285,0,9,OWN,14.22387459233082,small_business,9.546205566279724,1,0,1,1,0,4,0,1,65.94731181059959,1
C,0.3247928707883157,0,0,RENT,30.73497492814649,car,14.304485285254495,1,1,2,1,0,3,0,1,72.35908922768466,1
D,0.863196573018141,0,7,RENT,9.72286381723531,credit_card,8.588689423531584,1,1,3,1,1,10,0,1,14.30740210626612,1
G,0.019207911914711,1,5,RENT,24.128568588934694,debt_consolidation,10.895849300797163,1,0,0,0,1,7,0,1,67.90902422466472,1
E,0.6332973108297598,1,2,OWN,11.95475312778258,home_improvement,9.735981018286498,1,0,2,1,1,9,0,1,89.74072200395257,1
D,0.0086518249601098,0,7,OWN,26.321307668822907,debt_consolidation,7.139487301263364,0,1,2,1,0,7,1,1,50.84997465325588,0
B,0.0215775802922357,0,6,OWN,14.470671966081996,credit_card,8.051795423780923,1,0,1,1,1,2,0,1,62.00568934966142,0
D,0.6903274229027779,1,10,MORTGAGE,33.68598149683612,debt_consolidation,3.4235276484639545,0,1,1,1,1,6,1,1,34.36384037269351,0
C,0.4368170441201064,1,2,MORTGAGE,35.61875703020172,credit_card,6.6075746271960965,0,1,1,1,1,5,0,1,23.816166928287817,0
B,0.6135427948073265,0,10,MORTGAGE,9.476504029613915,home_improvement,9.606501118902496,0,1,0,1,0,7,0,1,0.664486409593712,0
C,0.5376310113023612,0,9,RENT,24.16300329841801,small_business,9.610975494970615,1,1,0,0,1,6,0,1,98.77667385279796,1
B,0.540262592612862,1,5,MORTGAGE,26.15059912058521,home_improvement,13.12988943917398,0,0,1,1,1,8,0,1,67.74149463264779,0
A,0.812794451502598,0,9,MORTGAGE,5.013227701535032,home_improvement,4.322737561878717,1,1,2,0,1,12,0,0,16.19382483565779,1
C,0.0473924406381273,1,4,MORTGAGE,28.524756747128784,credit_card,14.352048352616128,1,1,4,1,1,10,1,1,29.41446756350331,0
E,0.2040167360810317,0,7,OWN,21.70354811612604,home_improvement,8.529301770592905,0,1,6,0,1,7,0,0,31.03352204746901,0
D,0.1038737902788105,0,2,RENT,12.713525365556514,car,1.2917400016509897,0,1,5,1,1,9,0,0,10.673078847566153,0
B,0.1855885203594459,0,3,RENT,23.16688902133943,home_improvement,7.161748435428032,1,1,0,1,1,12,0,1,77.98760057371766,0
D,0.7813842432690287,0,3,MORTGAGE,11.82802911684667,medical,7.532665724544761,0,1,1,1,1,9,0,1,1.59719133404993,0
D,0.6565419569656268,0,6,RENT,21.602924021853767,small_business,1.2199668747599486,0,1,1,1,1,11,0,1,40.445174965579376,0
A,0.1559137410489521,0,0,RENT,9.283070301667962,debt_consolidation,13.167867957587868,1,1,2,0,1,9,0,0,34.210649502613734,1
C,0.30743118970628,1,8,RENT,18.654789406682248,home_improvement,8.320937520288178,0,1,3,1,1,11,1,1,51.59553865977422,0
C,0.6967175514157271,0,6,OWN,19.509307086588016,credit_card,14.043570569470914,2,1,1,1,1,11,0,1,35.81755255187073,0
C,0.8573391180399599,1,2,RENT,16.437993334623908,home_improvement,2.293242919870116,0,1,3,1,0,6,1,1,63.02174084899035,0
C,0.1656585212746241,0,2,RENT,28.418978197123227,medical,12.546471190280569,0,0,1,0,1,10,0,1,34.81031328419798,0
D,0.0407785404279131,1,9,MORTGAGE,27.68277574664453,debt_consolidation,7.303082176237224,0,0,2,1,1,9,0,1,91.6601938575814,0
C,0.7495118411200409,0,8,MORTGAGE,34.377404308791505,credit_card,5.271634777176919,0,0,4,1,1,11,1,0,94.12649631732988,1
B,0.0720374146536508,1,2,MORTGAGE,18.67296461872028,debt_consolidation,14.030472712642904,1,1,3,1,1,9,1,1,43.3834167984278,1
C,0.877906808395619,1,9,RENT,6.810526351626231,debt_consolidation,13.76483409177359,1,1,1,1,0,6,0,1,42.22272319221726,1
C,0.5942864002798207,0,5,RENT,11.744862092172852,medical,2.504965629441554,1,0,0,1,1,12,0,1,39.69948937840768,1
B,0.1394192392333983,0,2,RENT,22.390473928278887,small_business,9.58837580013908,2,1,4,1,1,4,0,1,73.5927837426921,1
C,0.2282916823696422,0,0,RENT,30.442763366204336,small_business,12.44480895955792,1,1,3,1,0,7,0,1,69.55155577197368,1
C,0.9973206116397704,0,3,MORTGAGE,36.63579623464232,car,2.751058945799305,0,1,3,1,1,8,1,1,91.22216073048943,0
B,0.0778829791107631,1,7,MORTGAGE,16.22330581336471,medical,11.168228135334292,1,0,3,1,1,8,1,1,39.17932379888317,0
D,0.585867971422405,0,4,MORTGAGE,5.153419285253678,small_business,5.2868811586301065,1,0,1,1,1,4,1,0,38.76456865748234,1
D,0.9147500597632712,0,0,MORTGAGE,10.724721914582616,home_improvement,4.886554808205458,0,0,2,1,1,8,0,0,88.14280516225938,0
A,0.7192607256258906,0,4,RENT,36.868202353133576,medical,1.936696799924672,1,1,3,1,1,7,1,1,38.17650557534286,1
E,0.2601255234803005,0,4,OWN,15.758648064405053,home_improvement,9.259145209008649,0,0,3,0,1,8,2,1,67.47863658460678,0
C,0.2733775251828988,0,10,MORTGAGE,19.760279690361376,small_business,2.4513445041797706,1,1,0,1,1,11,0,1,1.94853632183748,1
E,0.6401549702346169,1,5,RENT,21.759717160216688,small_business,6.476508756595006,2,1,1,1,1,9,0,1,34.96456661255286,1
C,0.3285921630280548,0,7,RENT,6.850531677602053,car,8.986060887028376,0,1,0,0,1,6,0,1,49.95429176755339,0
E,0.5863641413229526,1,3,OWN,5.159920936674951,car,14.964006900772247,1,1,4,1,1,14,2,0,62.18624205982163,0
F,0.4546012609221003,0,3,RENT,20.89107382663544,debt_consolidation,6.230802319513677,1,1,4,1,0,10,0,0,15.842594808743405,1
D,0.6421087023002424,0,6,OWN,38.27267040974343,small_business,14.301146637528872,2,1,3,0,1,8,0,1,39.83114501864967,1
C,0.4661910363289384,0,4,MORTGAGE,26.022279550237325,car,6.520990110892811,2,1,1,1,0,10,0,1,93.5756563266192,1
F,0.2133942816621664,1,8,MORTGAGE,10.841980872248763,small_business,5.836041864162947,0,0,1,1,0,8,0,1,35.90420963066146,1
C,0.7383869200887181,1,8,OWN,37.47520951804336,home_improvement,9.104908784137937,0,0,5,0,1,15,0,1,78.71940284644315,0
C,0.5720563200608371,0,0,MORTGAGE,32.46690089277631,debt_consolidation,10.024402172725374,2,1,2,1,1,11,0,1,73.06002096008027,1
B,0.1946549702397894,0,6,RENT,20.31150338115108,medical,12.19117183653335,0,1,0,1,1,10,0,1,26.365924013681877,0
E,0.9712962274285456,0,2,OWN,39.16564032283238,car,5.40827209523381,1,1,1,1,1,5,0,1,14.986439007857566,1
B,0.2114703200497465,0,4,RENT,39.2574422994788,car,8.43569260836757,0,0,2,1,1,9,0,0,25.2602244330042,0
E,0.2575677256495169,0,6,MORTGAGE,13.023866647773488,car,3.3656104868385563,1,1,2,1,1,3,0,1,59.53623072118732,0
C,0.1928365756929259,0,6,RENT,7.829064581799099,credit_card,13.69970439438816,1,0,2,0,1,7,0,0,85.26770888817794,1
E,0.4367225581556666,1,3,RENT,18.17317386653769,car,10.942443895153747,0,1,1,1,1,14,1,1,75.19903596204863,0
C,0.8763636576367061,0,1,MORTGAGE,29.38446857002529,small_business,13.839640725108683,0,1,1,1,1,5,0,1,25.44388680814249,0
A,0.5004179517632524,1,7,OWN,37.84541377964676,small_business,13.59291938802558,1,1,1,1,0,9,0,1,48.836076188298016,1
B,0.1924530006680207,0,7,MORTGAGE,33.798427775295515,small_business,5.372409888844167,0,1,3,1,1,5,0,1,76.95402246184278,0
C,0.4945862512026457,1,7,MORTGAGE,33.72133415871138,car,10.39321308594766,0,1,2,1,1,6,0,0,36.659126006418354,0
D,0.2906827445891317,1,0,MORTGAGE,24.90409423769443,home_improvement,10.921329009632002,0,1,1,0,1,6,0,1,55.43215451431705,0
F,0.7651187295117182,0,7,OWN,6.108264332749592,medical,1.7158206914734229,0,1,2,1,1,8,0,1,78.71516865446235,0
A,0.9276256148205158,1,9,MORTGAGE,12.53487277334643,home_improvement,3.101335739659053,1,1,1,1,1,9,0,1,57.19204454578877,0
G,0.6182881836903109,1,8,OWN,11.247041514308028,debt_consolidation,4.498524026536725,0,1,1,1,1,7,1,1,8.326189960112263,0
A,0.9975183936225576,1,6,MORTGAGE,12.438423610094471,home_improvement,8.166220023942017,0,1,5,1,1,3,0,1,15.560102565516807,0
F,0.3211626212281939,1,6,OWN,13.382373768267271,credit_card,9.44661610017936,1,0,2,0,1,4,1,1,65.01571335746722,1
C,0.2049717031863988,1,3,RENT,17.997846016889167,credit_card,5.851687321937368,0,1,2,1,0,7,0,1,73.91635930635023,0
E,0.1765541922428405,1,3,MORTGAGE,7.749452709330605,car,9.790329017745034,1,1,5,1,1,9,0,0,29.41441934745369,0
D,0.3169991658271703,0,6,MORTGAGE,27.99413910734467,debt_consolidation,13.566714049090304,0,1,4,1,1,4,0,1,50.645430861148,0
D,0.548252906755531,0,6,MORTGAGE,28.5249824932055,debt_consolidation,7.213348250316415,0,0,3,1,1,10,2,0,51.236424687885474,0
B,0.9767550630240248,0,3,RENT,21.78123631291341,home_improvement,11.030147488146463,1,0,2,1,1,4,0,1,16.320559520695056,0
C,0.7380126245138467,1,3,RENT,24.842561652753364,debt_consolidation,13.524770610401672,0,1,0,0,1,3,1,1,3.3726172610425764,0
D,0.1578838332296468,0,6,MORTGAGE,6.517172637822942,credit_card,4.508443693747377,0,0,4,1,1,11,0,0,62.454042416244384,0
D,0.7244604232514118,1,6,RENT,17.108026989599434,car,2.9043248754298965,0,1,2,1,1,5,0,1,30.581795280079227,0
B,0.5109747506290493,0,4,MORTGAGE,34.837271436091,debt_consolidation,10.980405478482837,0,0,1,1,1,7,0,1,73.50564423840174,0
C,0.787214524826504,0,7,RENT,8.833902044155227,debt_consolidation,13.712338113594116,0,1,2,1,1,10,1,1,73.88691234008688,0
B,0.8311272167177457,0,7,MORTGAGE,6.399070250197816,car,11.282647645341378,0,1,0,1,1,5,0,1,75.42725777699863,0
F,0.800775435566922,0,10,MORTGAGE,22.268040839372752,small_business,6.854130421190346,0,0,0,1,1,12,0,1,58.58750811465392,0
E,0.5552943926235021,0,10,RENT,14.408567733322627,credit_card,6.313156447102286,2,0,0,1,1,8,0,0,38.51269356979543,1
A,0.9912664987450436,0,6,MORTGAGE,18.158599581785477,car,13.760051774521662,1,1,1,1,1,16,0,1,67.44407696360797,0
C,0.2133881766581827,0,0,MORTGAGE,11.94858692998804,credit_card,9.641258063210142,0,1,0,0,1,11,0,1,57.18685251379924,0
E,0.3829379544908695,0,6,MORTGAGE,19.222126555043666,small_business,12.819062700366953,0,1,1,0,0,10,1,1,17.558000609461832,0
C,0.7459788928417714,1,6,OWN,38.90451588598065,credit_card,6.0629749531758925,0,1,2,1,0,7,0,1,75.11354007166351,0
D,0.2833259648027285,1,1,MORTGAGE,39.78156308400411,home_improvement,7.535438449148458,0,1,0,1,1,9,0,1,89.84712588567034,1
C,0.8322561298973059,0,1,MORTGAGE,30.71851311728241,credit_card,10.674909093763873,0,0,2,1,0,6,0,1,92.77307016076227,1
C,0.9822326326448808,0,4,RENT,39.96922818154217,small_business,5.127560143721421,1,1,4,1,1,9,0,1,4.2515477402359725,1
C,0.0009430425274903,0,7,MORTGAGE,19.729182510020333,car,5.25562815866684,1,1,1,1,1,14,0,0,11.883725995789284,1
A,0.8062353419726963,1,3,MORTGAGE,26.93879078289283,credit_card,7.155495501681216,1,1,3,1,1,8,0,1,22.795471465588967,0
C,0.2030286281834495,0,8,MORTGAGE,8.34929379957936,debt_consolidation,5.024511368907475,0,0,1,1,1,8,0,1,6.190128375347004,0
A,0.8734729645951688,0,9,RENT,29.25876870947773,debt_consolidation,2.952567156900588,0,1,3,1,1,11,0,1,72.78605168053527,0
E,0.5380795428740542,0,6,MORTGAGE,32.31070146990251,car,1.2702347826341234,1,1,1,1,1,7,0,1,57.00647507660824,1
D,0.9576127643073974,0,7,OWN,24.79459850416696,medical,12.026933092692277,1,1,1,0,1,9,0,1,41.32685614122875,1
E,0.5136114723708228,1,1,OWN,16.719632790470666,debt_consolidation,14.990183791977223,1,1,2,0,1,13,0,1,91.52975492563776,1
C,0.7148960495772969,1,2,MORTGAGE,30.964075052770745,credit_card,8.253016848095857,0,1,0,1,1,8,1,1,49.09792246165413,0
C,0.3413692551210049,0,6,RENT,31.626483537174565,debt_consolidation,10.89821013700726,1,1,2,1,1,7,0,1,38.590239562046825,1
A,0.7081113535747131,0,3,MORTGAGE,22.709262988383728,small_business,4.171601387838496,1,1,4,1,1,6,0,1,9.796275189957226,1
D,0.9624483410427626,0,6,RENT,29.580228784887915,credit_card,10.081919713043574,0,1,2,1,1,5,0,0,79.82690289380187,0
D,0.7148622300364966,0,7,MORTGAGE,39.55557240086263,credit_card,3.5919930678738288,0,1,2,1,1,10,0,1,2.945920890583809,0
F,0.1207042761011708,1,3,OWN,13.686106285892455,home_improvement,9.214016349533042,1,1,1,0,1,9,0,0,25.75121386604085,1
F,0.4167129989252507,0,3,MORTGAGE,16.084972484064,medical,3.2879774260937538,0,1,5,1,1,9,0,1,12.33923473299937,0
F,0.3985102513302357,0,5,MORTGAGE,35.19192038553797,medical,10.452076063128551,1,0,2,1,0,8,0,1,12.177310349329383,1
D,0.4714953965413447,0,8,RENT,28.41952286504807,medical,14.770974813647978,0,1,2,1,1,14,1,1,21.99219695024346,0
B,0.8416471668826669,0,8,RENT,32.10637785376539,medical,14.492147285684778,0,1,0,1,1,10,0,1,1.7140855712956315,0
A,0.059980562911615,1,3,RENT,37.36882604232596,credit_card,13.581154270671668,0,0,0,0,1,8,1,0,47.48284189967681,0
B,0.1241067315024391,0,6,MORTGAGE,25.914232952341607,small_business,4.367890401974281,0,1,6,0,1,5,0,1,44.5348762008576,0
F,0.5932268933908386,1,8,RENT,24.192228079626368,home_improvement,13.64680538021512,0,1,2,1,1,6,2,0,8.60752414891225,0
E,0.8591223638388013,0,5,MORTGAGE,5.166605426474045,small_business,10.60725709280844,0,0,6,0,1,7,0,1,45.82984123564899,0
A,0.1389274799128628,1,0,MORTGAGE,27.80000700981604,car,1.4729127902801282,0,0,2,1,1,7,0,0,54.59029380740499,0
D,0.8601672540823825,0,6,MORTGAGE,25.00545353626598,credit_card,14.483532688563203,1,1,0,0,1,12,0,1,75.34767539868946,1
C,0.0210515844586457,1,4,MORTGAGE,35.34959889846512,medical,5.189297015143019,1,1,1,1,1,8,0,1,31.380093063296343,1
B,0.4216636590206712,0,3,MORTGAGE,29.251281383424576,credit_card,13.505350908517292,0,0,1,1,1,10,0,1,18.538600115603487,0
B,0.5037883095501307,0,3,MORTGAGE,15.490406646591088,home_improvement,5.398776809204291,0,0,2,1,1,10,0,1,86.71744358748035,0
D,0.0432231514177789,1,1,MORTGAGE,17.95784676911448,car,7.80372263964739,1,1,0,1,1,8,0,1,78.81864297936178,1
C,0.95113583258298,0,0,RENT,28.446784704860143,home_improvement,2.5753164860891755,0,0,2,1,1,6,0,1,63.87352046120836,0
C,0.9083723117991456,0,5,RENT,39.37879400913199,small_business,8.352465879065228,0,1,3,1,1,12,0,1,18.88931668693018,1
B,0.5602700476702815,0,6,RENT,19.0229913627732,home_improvement,9.624941097767405,1,0,2,1,1,6,1,1,36.323060934230746,0
D,0.0699793573610133,0,2,RENT,28.180423988754768,medical,4.949706854812239,2,1,2,0,1,6,0,1,52.908448015434736,0
C,0.2042970352584209,0,6,RENT,38.68034750218455,debt_consolidation,7.345667625513714,0,1,3,1,1,10,0,1,11.063178249925354,0
D,0.9856569238298232,0,4,OWN,25.95628534495958,small_business,2.9436103823526176,0,0,1,1,1,6,1,1,33.302215440128805,0
E,0.8554571353239233,0,5,RENT,6.330480830748975,small_business,3.6922496548701087,0,0,0,0,1,4,0,1,76.14327019259693,0
E,0.0563438410528222,0,0,OWN,10.257454389947764,credit_card,2.3263427354919703,0,1,0,0,1,3,0,1,25.66243737401521,0
E,0.5761110095269294,0,7,RENT,16.572566407134943,credit_card,7.781970722206654,0,1,3,1,1,9,0,1,33.76101950338241,0
E,0.3271106388410726,0,8,MORTGAGE,20.67557973327319,home_improvement,9.627660477481903,0,1,4,1,1,4,0,1,17.810830204241533,0
B,0.0919927838846846,1,7,OWN,12.624184920101593,home_improvement,1.7324932620798428,0,1,4,1,0,8,0,1,85.00408856438419,0
C,0.8837585097716985,0,2,MORTGAGE,30.211318103505,home_improvement,5.104478306107556,1,0,5,1,0,7,0,1,44.8524221352214,1
C,0.0311085841874161,0,7,MORTGAGE,31.753769876335184,car,2.00759652993446,0,1,1,0,1,9,1,0,44.31633299214024,0
B,0.8126464686350248,0,7,MORTGAGE,35.000137198336795,debt_consolidation,9.178838409299692,0,1,2,1,1,9,1,1,68.10165592491867,0
A,0.0623452242068365,0,3,MORTGAGE,35.969488219451605,small_business,3.224234121545737,0,0,2,1,1,12,0,0,7.533896942881535,1
C,0.3296662004694584,0,3,RENT,14.832187957935968,home_improvement,8.82248292463749,0,0,2,1,1,8,0,1,27.28841870317156,0
D,0.8327586684527142,1,5,RENT,5.125933558647878,car,8.830311732140153,0,1,0,1,1,7,0,1,59.91501801016752,0
B,0.3424328083823768,0,0,RENT,32.928206309610566,car,10.679872643922913,0,0,1,1,1,3,0,1,56.590751537340914,0
B,0.6472619072798382,0,6,OWN,36.74573070769355,debt_consolidation,14.05807444815117,0,1,3,1,0,14,0,0,72.98499282783804,0
C,0.2878906540248345,0,5,MORTGAGE,23.467770178187465,medical,7.186626954503584,0,0,3,1,1,12,0,1,29.419865698061432,0
G,0.7841455138812615,0,6,MORTGAGE,8.391814387198028,small_business,5.82520465378034,0,1,2,1,1,11,0,0,9.481510657813896,0
B,0.970838922857057,0,8,MORTGAGE,9.261340946602251,credit_card,14.639046039726932,0,0,3,1,1,4,0,0,36.41803764901472,0
D,0.1876109254953666,0,0,MORTGAGE,21.167179563855782,debt_consolidation,11.515598485435518,0,1,3,1,0,3,0,1,73.59383717916609,0
D,0.9304002521071942,0,8,MORTGAGE,37.51964340512891,home_improvement,9.955324931504483,0,1,1,1,1,4,0,1,36.85438130348939,1
C,0.4601646523008184,0,8,RENT,11.184278801296582,debt_consolidation,11.713164105584164,0,1,3,1,1,9,0,1,5.210847088603776,0
A,0.937437834397116,1,10,RENT,22.393701479455228,small_business,5.3378084558936765,0,0,2,1,1,10,0,1,7.218112867033377,0
C,0.6465645571964862,0,0,OWN,30.896040641610767,home_improvement,2.5191900729632195,0,1,5,1,1,3,0,1,11.81362193176362,0
A,0.2556977441677515,0,10,OWN,24.94261391506485,home_improvement,10.77185409972182,0,1,1,1,1,8,0,0,58.57606609637372,0
C,0.1810503604721475,1,6,MORTGAGE,19.57910031708087,car,9.457572990365671,0,1,4,1,1,10,0,0,89.82643500102293,0
D,0.9050771093658564,0,6,OWN,22.801111983534973,debt_consolidation,12.783305412159423,1,1,4,0,0,13,0,1,80.13031270754315,1
B,0.897366205120817,1,6,MORTGAGE,11.12979093750619,debt_consolidation,10.212982518384049,1,1,1,1,0,10,0,1,82.64566732965434,1
D,0.3557669505811406,0,6,MORTGAGE,17.374223811101544,small_business,10.352281974178844,0,1,0,1,1,2,0,1,71.58679857419247,0
B,0.9083112161343726,0,5,MORTGAGE,8.373186489120885,home_improvement,8.194203518919403,2,1,2,1,1,7,0,1,78.38297014217397,1
C,0.4881616211257729,0,3,MORTGAGE,33.05907594213005,credit_card,8.757476258236668,2,1,3,0,1,11,0,0,24.47684667183966,1
E,0.5340344093501898,1,2,MORTGAGE,19.78786404634907,credit_card,12.30739139929003,0,0,2,1,1,4,0,1,12.426448585087313,0
B,0.0076418400445632,1,4,MORTGAGE,7.8578673747994,home_improvement,4.954020144428422,0,1,2,1,1,10,0,0,72.95522299369539,0
F,0.6264162669174783,0,8,MORTGAGE,37.84137549604029,small_business,7.625532576737073,1,0,4,1,1,6,0,1,93.56005562584504,1
B,0.3357195678791027,1,8,OWN,28.67841092597474,credit_card,1.0710194164766995,1,1,5,0,0,9,0,1,19.1503419667435,0
A,0.7691041193786553,1,0,OWN,19.892979511464485,debt_consolidation,7.4513447305889535,2,0,1,0,1,8,0,1,61.84433528135811,0
B,0.8591486168144229,0,2,MORTGAGE,21.987106648238747,debt_consolidation,4.02291991090231,0,1,3,1,1,8,0,1,65.32479030553402,0
D,0.8282672282799611,0,4,OWN,8.065538179209355,debt_consolidation,13.379175667853776,2,1,2,1,0,6,0,1,52.05697075828415,0
B,0.510761884684109,0,7,OWN,7.997786304410564,medical,5.59248311437146,0,1,1,1,0,4,0,1,93.39964812982554,0
C,0.4405319702530698,0,4,MORTGAGE,5.033352414929535,home_improvement,11.055863689574077,0,1,1,1,1,3,0,0,75.83826834670309,0
B,0.6708161361470883,0,8,RENT,26.33618637577111,debt_consolidation,7.058514926402712,0,1,4,1,1,6,0,1,9.718084584915657,0
E,0.6375019240360521,1,3,MORTGAGE,27.31257137757052,credit_card,11.999462468310496,0,1,3,0,1,9,0,1,62.67917001564044,0
D,0.6553612763532713,0,4,OWN,11.847965690191714,small_business,6.1926199443878165,0,1,1,1,1,6,0,1,57.72033908227652,0
E,0.6051621436825615,1,4,RENT,35.069089473105414,medical,4.453461584397775,1,1,1,0,1,7,0,1,6.467000151392732,1
B,0.2383679530836452,0,0,MORTGAGE,11.71962820287568,medical,13.353549600680994,0,1,2,1,1,10,0,1,9.7884214288663,0
E,0.7889673778748686,0,5,MORTGAGE,20.11641459575866,medical,4.009264263287495,2,0,1,1,1,14,0,1,1.7522586820060917,0
D,0.0431366342020576,0,6,MORTGAGE,13.391224001852027,medical,10.806107471214473,1,1,0,1,1,12,0,1,40.5812748477868,0
B,0.3702728165862672,0,3,MORTGAGE,23.412215573223403,credit_card,12.224289030210572,0,0,3,0,1,6,0,1,3.8197610082902345,0
A,0.3135105864996991,0,10,OWN,9.684939229036807,home_improvement,10.947251803239194,0,1,3,1,1,13,0,1,73.81780935836369,0
B,0.9911969701024704,0,6,RENT,29.4694104806214,medical,14.901137841016904,2,1,1,1,1,16,0,1,29.701073310349024,1
C,0.4999315569628053,0,5,MORTGAGE,38.96967982952314,debt_consolidation,3.898920312995637,0,1,3,0,1,8,0,1,22.26401249985084,0
B,0.5119603800393143,0,4,RENT,29.41433093410971,medical,7.324423659058173,0,0,1,1,1,8,0,0,93.83319928323864,0
B,0.8537933085023053,0,8,MORTGAGE,15.11241175761582,medical,1.564856191572631,0,1,1,1,1,6,0,1,38.6389287028322,0
B,0.0156113456274842,0,2,RENT,35.408066764924584,debt_consolidation,14.995740478722608,1,1,1,1,1,7,0,1,63.89473475085941,1
C,0.4783986381786002,0,10,MORTGAGE,17.58352460527438,home_improvement,9.036427412589742,1,1,2,1,1,9,0,1,37.64170624166394,1
C,0.4927647367769412,0,3,RENT,25.800871478174013,medical,10.716375479055117,0,0,0,1,1,4,1,1,5.524525621223198,0
F,0.0751116439022184,0,10,MORTGAGE,11.569583584912149,debt_consolidation,12.026214494234026,0,1,5,1,1,4,0,0,21.01933157123672,0
D,0.4517830997520573,0,3,RENT,18.960073688016102,debt_consolidation,5.096740380466016,1,1,3,1,1,7,0,1,69.53809651548929,1
B,0.2751867144367017,0,6,RENT,33.428695473356704,medical,12.934856104751765,2,1,2,1,1,7,0,0,97.36444066396234,1
B,0.3941133835127284,1,3,OWN,5.001640442706227,car,9.765508289783476,0,1,0,1,1,11,0,1,79.21695084621032,0
B,0.8329977422394179,0,7,RENT,38.66065533260828,car,8.353017965917934,1,0,3,1,1,12,2,1,75.97690906876907,1
D,0.9017036039322704,0,3,RENT,24.813221269060637,debt_consolidation,9.242995605876388,0,1,3,1,1,4,0,1,6.105642946291057,0
D,0.5031347579244917,1,6,RENT,27.717266139365147,home_improvement,4.6301601351984445,0,1,1,1,1,10,0,1,33.54344929614372,0
C,0.2390840033498477,1,7,RENT,20.425360000852155,home_improvement,1.6277174677343305,1,1,3,1,1,7,0,1,38.98502905510125,0
F,0.2392443762552063,0,5,MORTGAGE,8.961070122000068,debt_consolidation,4.143408059844536,2,1,0,1,1,9,0,0,42.96535818684908,1
C,0.1264661951056889,1,10,RENT,7.789283213122939,credit_card,1.0064352038013562,0,1,2,1,1,9,0,1,69.93360549439346,0
F,0.8565155712900098,0,5,OWN,21.105918150687664,credit_card,11.862140690942804,0,0,1,1,1,10,1,1,36.145577844622544,0
D,0.6180671668026775,0,6,OWN,18.55035147884477,debt_consolidation,7.839933514878941,0,1,2,1,1,9,1,1,99.89281484942546,0
A,0.9758559096648972,1,6,RENT,18.12976755345951,home_improvement,1.9119618918171983,0,1,1,1,1,5,0,1,25.28572590692225,0
B,0.951097634784262,0,4,RENT,34.24071507587765,debt_consolidation,4.099134026930824,1,0,3,0,1,7,1,1,1.186855242423257,1
G,0.9270121129250806,0,9,RENT,11.49467249993168,car,4.396968845932155,1,1,5,0,1,13,0,1,38.467713212023824,1
A,0.7612714296253603,1,3,RENT,13.967935252123103,car,12.111689356753612,0,1,1,1,1,7,1,0,72.26826894994838,0
C,0.1964157683082452,1,5,RENT,12.634014860957803,credit_card,8.894660273402069,0,0,2,0,1,15,0,1,69.0302359189068,0
F,0.7607875058347259,0,6,OWN,6.072692791044447,debt_consolidation,12.090219152691851,0,0,3,0,1,8,0,1,44.84358277473616,0
B,0.9372620447778404,1,2,MORTGAGE,5.378102637365699,car,1.4798909351178386,0,0,1,1,1,5,0,1,67.40575247452806,0
